,Archivo,Original,Falso nulo,Calculada,Valor O,Valor C
300,14269-AHUALULCO DE MERCADO.txt,"['05/08/2014', '26', '7', '32', '17']","['05/08/2014', '26', '7', '32', 'Nulo']","['05/08/2014', '26.0', '7.0', '32.0', '15.9']",17,15.9
301,14269-AHUALULCO DE MERCADO.txt,"['30/07/2010', '0', '5.6', '30', '16']","['30/07/2010', '0', 'Nulo', '30', '16']","['30/07/2010', '0.0', '5.0', '30.0', '16.0']",5.6,5.0
302,14294-TLAJOMULCO DE ZUÑIGA.txt,"['21/10/2008', '2.3', 'Nulo', '27.4', '12.5']","['21/10/2008', '2.3', 'Nulo', 'Nulo', '12.5']","['21/10/2008', '2.3', '4.1', '27.9', '12.5']",27.4,27.9
303,14294-TLAJOMULCO DE ZUÑIGA.txt,"['01/05/2008', '0', 'Nulo', '31.5', '11.5']","['01/05/2008', '0', 'Nulo', 'Nulo', '11.5']","['01/05/2008', '0.0', '7.9', '32.9', '11.5']",31.5,32.9
304,14294-TLAJOMULCO DE ZUÑIGA.txt,"['10/11/2008', '0', 'Nulo', '26.2', '6.2']","['10/11/2008', '0', 'Nulo', '26.2', 'Nulo']","['10/11/2008', '0.0', '3.4', '26.2', '9.8']",6.2,9.8
305,14297-GUACHINANGO.txt,"['27/06/2008', '6.4', '6.2', '30', '17']","['27/06/2008', '6.4', 'Nulo', '30', '17']","['27/06/2008', '6.4', '3.8', '30.0', '17.0']",6.2,3.8
306,14297-GUACHINANGO.txt,"['26/11/2010', '0', '3.5', '26', '3']","['26/11/2010', '0', '3.5', '26', 'Nulo']","['26/11/2010', '0.0', '3.5', '26.0', '6.0']",3,6.0
307,14297-GUACHINANGO.txt,"['05/03/2016', '0', '7.1', '29.5', '8.5']","['05/03/2016', 'Nulo', '7.1', '29.5', '8.5']","['05/03/2016', '0.0', '7.1', '29.5', '8.5']",0,0.0
308,14306-HUEJUQUILLA EL ALTO.txt,"['11/11/2008', '0', '3.3', '19', '-3']","['11/11/2008', '0', '3.3', 'Nulo', '-3']","['11/11/2008', '0.0', '3.3', '26.1', '-3.0']",19,26.1
309,14306-HUEJUQUILLA EL ALTO.txt,"['27/07/2011', '2', '0.9', '27', '15']","['27/07/2011', '2', '0.9', '27', 'Nulo']","['27/07/2011', '2.0', '0.9', '27.0', '9.3']",15,9.3
310,14306-HUEJUQUILLA EL ALTO.txt,"['28/04/2010', '0', '8.8', '30', '2.5']","['28/04/2010', 'Nulo', '8.8', '30', '2.5']","['28/04/2010', '0.0', '8.8', '30.0', '2.5']",0,0.0
311,14311-TOLIMAN.txt,"['20/05/2010', '0', '7.7', '37.5', '15']","['20/05/2010', '0', '7.7', 'Nulo', '15']","['20/05/2010', '0.0', '7.7', '40.5', '15.0']",37.5,40.5
312,14311-TOLIMAN.txt,"['28/06/2018', '27.9', '8.9', '34', '20']","['28/06/2018', '27.9', 'Nulo', '34', '20']","['28/06/2018', '27.9', '7.3', '34.0', '20.0']",8.9,7.3
313,14311-TOLIMAN.txt,"['04/02/2008', '0', '5.9', '33.5', '8']","['04/02/2008', '0', '5.9', 'Nulo', '8']","['04/02/2008', '0.0', '5.9', '35.1', '8.0']",33.5,35.1
314,14317-MIXTLAN.txt,"['12/10/2008', '18', '8.2', '29', '17']","['12/10/2008', '18', 'Nulo', '29', '17']","['12/10/2008', '18.0', '2.1', '29.0', '17.0']",8.2,2.1
315,14317-MIXTLAN.txt,"['01/01/2011', '0', '4.5', '28', '0.5']","['01/01/2011', '0', '4.5', '28', 'Nulo']","['01/01/2011', '0.0', '4.5', '28.0', '-1.7']",0.5,-1.7
316,14317-MIXTLAN.txt,"['30/05/2008', '45', '6.8', '34', '13']","['30/05/2008', '45', 'Nulo', '34', '13']","['30/05/2008', '45.0', '6.4', '34.0', '13.0']",6.8,6.4
317,14320-LAGOS DE MORENO.txt,"['31/08/2009', '4.7', '3.3', '27.5', '15.5']","['31/08/2009', '4.7', '3.3', 'Nulo', '15.5']","['31/08/2009', '4.7', '3.3', '26.2', '15.5']",27.5,26.2
318,14320-LAGOS DE MORENO.txt,"['05/04/2009', '0', '7.9', '33.5', '6']","['05/04/2009', '0', 'Nulo', '33.5', '6']","['05/04/2009', '0.0', '7.3', '33.5', '6.0']",7.9,7.3
319,14320-LAGOS DE MORENO.txt,"['23/06/2011', '2.5', '2', '26.5', '15.5']","['23/06/2011', 'Nulo', '2', '26.5', '15.5']","['23/06/2011', '4.8', '2.0', '26.5', '15.5']",2.5,4.8
320,14323-TECHALUTA DE MONTENEGRO.txt,"['26/07/2014', '0', '1.4', '33', '15.5']","['26/07/2014', 'Nulo', '1.4', '33', '15.5']","['26/07/2014', '0.0', '1.4', '33.0', '15.5']",0,0.0
321,14323-TECHALUTA DE MONTENEGRO.txt,"['11/11/2018', '0', 'Nulo', '30', '13']","['11/11/2018', '0', 'Nulo', 'Nulo', '13']","['11/11/2018', '0.0', 'Nulo', 'Nulo', '13.0']",30,Nulo
322,14323-TECHALUTA DE MONTENEGRO.txt,"['27/03/2014', '0', '7.8', '30', '13']","['27/03/2014', '0', 'Nulo', '30', '13']","['27/03/2014', '0.0', '7.6', '30.0', '13.0']",7.8,7.6
323,14324-TOTATICHE.txt,"['17/06/2017', '0', '9.6', '32.5', '18']","['17/06/2017', '0', '9.6', '32.5', 'Nulo']","['17/06/2017', '0.0', '9.6', '32.5', '17.4']",18,17.4
324,14324-TOTATICHE.txt,"['24/06/2018', '2', '3.5', '26.5', '16']","['24/06/2018', '2', '3.5', 'Nulo', '16']","['24/06/2018', '2.0', '3.5', 'Nulo', '16.0']",26.5,Nulo
325,14324-TOTATICHE.txt,"['18/07/2018', '0', '5.5', '26', '15']","['18/07/2018', 'Nulo', '5.5', '26', '15']","['18/07/2018', 'Nulo', '5.5', '26.0', '15.0']",0,Nulo
326,14326-MEZQUITIC.txt,"['19/01/2018', '0', 'Nulo', '28', '3']","['19/01/2018', '0', 'Nulo', 'Nulo', '3']","['19/01/2018', '0.0', '3.4', '24.8', '3.0']",28,24.8
327,14326-MEZQUITIC.txt,"['11/10/2015', '0', '6.4', '34', '14']","['11/10/2015', 'Nulo', '6.4', '34', '14']","['11/10/2015', '0.0', '6.4', '34.0', '14.0']",0,0.0
328,14326-MEZQUITIC.txt,"['08/08/2008', '3', '1.4', '30', '16']","['08/08/2008', '3', '1.4', 'Nulo', '16']","['08/08/2008', '3.0', '1.4', '26.5', '16.0']",30,26.5
329,14329-GUADALAJARA.txt,"['06/07/2015', '0', '5.3', '29.5', '16.5']","['06/07/2015', '0', '5.3', '29.5', 'Nulo']","['06/07/2015', '0.0', '5.3', '29.5', '17.7']",16.5,17.7
330,14329-GUADALAJARA.txt,"['03/02/2011', '0', '4.1', '25', '10.5']","['03/02/2011', '0', '4.1', '25', 'Nulo']","['03/02/2011', '0.0', '4.1', '25.0', '11.9']",10.5,11.9
331,14329-GUADALAJARA.txt,"['09/06/2012', '0', '6.4', '35', '18.5']","['09/06/2012', '0', '6.4', '35', 'Nulo']","['09/06/2012', '0.0', '6.4', '35.0', '19.4']",18.5,19.4
332,14331-COLOTLAN.txt,"['17/06/2017', '0', 'Nulo', '34', '18']","['17/06/2017', 'Nulo', 'Nulo', '34', '18']","['17/06/2017', '0.0', '10.4', '34.0', '18.0']",0,0.0
333,14331-COLOTLAN.txt,"['20/11/2011', '0', '4.5', '29', '6.5']","['20/11/2011', '0', '4.5', 'Nulo', '6.5']","['20/11/2011', '0.0', '4.5', '28.1', '6.5']",29,28.1
334,14331-COLOTLAN.txt,"['08/06/2016', '0', 'Nulo', '35', '18']","['08/06/2016', '0', 'Nulo', 'Nulo', '18']","['08/06/2016', '0.0', '8.7', '31.0', '18.0']",35,31.0
335,14336-PIHUAMO.txt,"['11/07/2008', '1', '3.4', '29', '21.5']","['11/07/2008', '1', '3.4', 'Nulo', '21.5']","['11/07/2008', '1.0', '3.4', '31.6', '21.5']",29,31.6
336,14336-PIHUAMO.txt,"['31/01/2017', '0', '6.8', '28', '18']","['31/01/2017', 'Nulo', '6.8', '28', '18']","['31/01/2017', 'Nulo', '6.8', '28.0', '18.0']",0,Nulo
337,14336-PIHUAMO.txt,"['26/07/2008', '0', '4.1', '34.5', '21']","['26/07/2008', '0', '4.1', 'Nulo', '21']","['26/07/2008', '0.0', '4.1', '33.7', '21.0']",34.5,33.7
338,14337-YAHUALICA DE GONZALEZ GALLO.txt,"['02/06/2013', '0', '5', '35', '16']","['02/06/2013', '0', '5', 'Nulo', '16']","['02/06/2013', '0.0', '5.0', '32.2', '16.0']",35,32.2
339,14337-YAHUALICA DE GONZALEZ GALLO.txt,"['18/10/2014', '0', '2', '28', '7']","['18/10/2014', '0', '2', '28', 'Nulo']","['18/10/2014', '0.0', '2.0', '28.0', '1.1']",7,1.1
340,14337-YAHUALICA DE GONZALEZ GALLO.txt,"['30/06/2013', '0', '4', '31', '15']","['30/06/2013', 'Nulo', '4', '31', '15']","['30/06/2013', '0.0', '4.0', '31.0', '15.0']",0,0.0
341,14339-PUERTO VALLARTA.txt,"['18/03/2014', '0', '5.1', '29.5', '15.5']","['18/03/2014', '0', '5.1', 'Nulo', '15.5']","['18/03/2014', '0.0', '5.1', 'Nulo', '15.5']",29.5,Nulo
342,14339-PUERTO VALLARTA.txt,"['29/11/2012', '0', '3.3', '32.5', '20']","['29/11/2012', 'Nulo', '3.3', '32.5', '20']","['29/11/2012', 'Nulo', '3.3', '32.5', '20.0']",0,Nulo
343,14339-PUERTO VALLARTA.txt,"['15/06/2015', '96.5', '3.7', '30', '23']","['15/06/2015', '96.5', '3.7', '30', 'Nulo']","['15/06/2015', '96.5', '3.7', '30.0', 'Nulo']",23,Nulo
344,14343-EJUTLA.txt,"['29/01/2014', '0', '6.3', '36', '16']","['29/01/2014', '0', 'Nulo', '36', '16']","['29/01/2014', '0.0', '3.9', '36.0', '16.0']",6.3,3.9
345,14343-EJUTLA.txt,"['08/09/2009', '0', '4.4', '37', '17']","['08/09/2009', '0', '4.4', 'Nulo', '17']","['08/09/2009', '0.0', '4.4', '29.2', '17.0']",37,29.2
346,14343-EJUTLA.txt,"['25/07/2015', '4', '5.7', '35', '13']","['25/07/2015', '4', '5.7', '35', 'Nulo']","['25/07/2015', '4.0', '5.7', '35.0', '17.0']",13,17.0
347,14346-MEZQUITIC.txt,"['06/03/2018', '0', '7', '32', '5']","['06/03/2018', 'Nulo', '7', '32', '5']","['06/03/2018', '0.0', '7.0', '32.0', '5.0']",0,0.0
348,14346-MEZQUITIC.txt,"['23/12/2012', '0', '2.5', '28.5', '3.5']","['23/12/2012', '0', '2.5', '28.5', 'Nulo']","['23/12/2012', '0.0', '2.5', '28.5', '6.2']",3.5,6.2
349,14346-MEZQUITIC.txt,"['14/04/2016', '0', '8.3', '35', '10.5']","['14/04/2016', '0', 'Nulo', '35', '10.5']","['14/04/2016', '0.0', '5.4', '35.0', '10.5']",8.3,5.4
350,14348-JILOTLAN DE LOS DOLORES.txt,"['13/11/2017', '0', '4.4', '33', '16']","['13/11/2017', '0', '4.4', '33', 'Nulo']","['13/11/2017', '0.0', '4.4', '33.0', 'Nulo']",16,Nulo
351,14348-JILOTLAN DE LOS DOLORES.txt,"['09/09/2017', '15.3', 'Nulo', '33', '15']","['09/09/2017', 'Nulo', 'Nulo', '33', '15']","['09/09/2017', '0.0', '4.2', '33.0', '15.0']",15.3,0.0
352,14348-JILOTLAN DE LOS DOLORES.txt,"['30/07/2009', '0', '2.7', '21', '15']","['30/07/2009', '0', 'Nulo', '21', '15']","['30/07/2009', '0.0', '2.7', '21.0', '15.0']",2.7,2.7
353,14349-ATENGUILLO.txt,"['27/11/2008', '0', 'Nulo', '27', '5']","['27/11/2008', '0', 'Nulo', 'Nulo', '5']","['27/11/2008', '0.0', '3.3', '28.6', '5.0']",27,28.6
354,14349-ATENGUILLO.txt,"['01/03/2009', '0', 'Nulo', '34', '4.5']","['01/03/2009', '0', 'Nulo', 'Nulo', '4.5']","['01/03/2009', '0.0', '7.2', '33.4', '4.5']",34,33.4
355,14349-ATENGUILLO.txt,"['02/01/2016', '0', '3.2', '28', '8.5']","['02/01/2016', 'Nulo', '3.2', '28', '8.5']","['02/01/2016', '0.0', '3.2', '28.0', '8.5']",0,0.0
356,14350-TUXCACUESCO.txt,"['17/07/2013', '0', '4.8', '34.5', '19']","['17/07/2013', '0', '4.8', '34.5', 'Nulo']","['17/07/2013', '0.0', '4.8', '34.5', '20.7']",19,20.7
357,14350-TUXCACUESCO.txt,"['23/10/2011', '0', '4.3', '35.5', '19']","['23/10/2011', '0', '4.3', 'Nulo', '19']","['23/10/2011', '0.0', '4.3', '34.6', '19.0']",35.5,34.6
358,14350-TUXCACUESCO.txt,"['11/03/2014', '0', '7.6', '35', '10.5']","['11/03/2014', '0', 'Nulo', '35', '10.5']","['11/03/2014', '0.0', '7.1', '35.0', '10.5']",7.6,7.1
359,14351-TALA.txt,"['14/12/2011', '0', '1.5', '30', '7']","['14/12/2011', '0', '1.5', 'Nulo', '7']","['14/12/2011', '0.0', '1.5', '23.8', '7.0']",30,23.8
360,14351-TALA.txt,"['05/08/2017', '1', '7.2', '34', '18']","['05/08/2017', '1', '7.2', '34', 'Nulo']","['05/08/2017', '1.0', '7.2', '34.0', '14.2']",18,14.2
361,14351-TALA.txt,"['28/05/2016', '0', '8.9', '39', '16']","['28/05/2016', '0', '8.9', '39', 'Nulo']","['28/05/2016', '0.0', '8.9', '39.0', '14.4']",16,14.4
362,14355-LA BARCA.txt,"['24/10/2009', '15', '4.8', '31', '14']","['24/10/2009', 'Nulo', '4.8', '31', '14']","['24/10/2009', '2.1', '4.8', '31.0', '14.0']",15,2.1
363,14355-LA BARCA.txt,"['02/12/2008', '0', '3.5', '27', '4']","['02/12/2008', 'Nulo', '3.5', '27', '4']","['02/12/2008', '0.0', '3.5', '27.0', '4.0']",0,0.0
364,14355-LA BARCA.txt,"['16/01/2017', '0', '3.4', '29', '5']","['16/01/2017', 'Nulo', '3.4', '29', '5']","['16/01/2017', 'Nulo', '3.4', '29.0', '5.0']",0,Nulo
365,14367-UNION DE SAN ANTONIO.txt,"['11/02/2013', '0', '4.5', '34.5', '4.5']","['11/02/2013', 'Nulo', '4.5', '34.5', '4.5']","['11/02/2013', '1.6', '4.5', '34.5', '4.5']",0,1.6
366,14367-UNION DE SAN ANTONIO.txt,"['15/03/2008', '0', '5.1', '30', '8']","['15/03/2008', 'Nulo', '5.1', '30', '8']","['15/03/2008', '0.0', '5.1', '30.0', '8.0']",0,0.0
367,14367-UNION DE SAN ANTONIO.txt,"['13/08/2008', '0', '5.1', '29', '15.5']","['13/08/2008', 'Nulo', '5.1', '29', '15.5']","['13/08/2008', '0.5', '5.1', '29.0', '15.5']",0,0.5
368,14368-SAYULA.txt,"['07/01/2013', '0', '3.5', '27.5', '6.5']","['07/01/2013', '0', '3.5', 'Nulo', '6.5']","['07/01/2013', '0.0', '3.5', '26.2', '6.5']",27.5,26.2
369,14368-SAYULA.txt,"['29/03/2013', '0', '4', '35', '7.5']","['29/03/2013', '0', '4', 'Nulo', '7.5']","['29/03/2013', '0.0', '4.0', '31.5', '7.5']",35,31.5
370,14368-SAYULA.txt,"['10/01/2018', '0', '2.2', '29', '5.5']","['10/01/2018', '0', '2.2', '29', 'Nulo']","['10/01/2018', '0.0', '2.2', '29.0', 'Nulo']",5.5,Nulo
371,14369-ARANDAS.txt,"['02/04/2018', '0', '8.6', '29.5', '9']","['02/04/2018', '0', '8.6', 'Nulo', '9']","['02/04/2018', '0.0', '8.6', 'Nulo', '9.0']",29.5,Nulo
372,14369-ARANDAS.txt,"['09/03/2018', '0', '9.6', '28', '8.5']","['09/03/2018', '0', '9.6', '28', 'Nulo']","['09/03/2018', '0.0', '9.6', '28.0', 'Nulo']",8.5,Nulo
373,14369-ARANDAS.txt,"['28/04/2008', '0', '8.3', '28', '11']","['28/04/2008', '0', '8.3', '28', 'Nulo']","['28/04/2008', '0.0', '8.3', '28.0', '12.6']",11,12.6
374,14379-PONCITLAN.txt,"['07/12/2018', '0', '3.9', '25', '13.5']","['07/12/2018', 'Nulo', '3.9', '25', '13.5']","['07/12/2018', 'Nulo', '3.9', '25.0', '13.5']",0,Nulo
375,14379-PONCITLAN.txt,"['11/10/2012', '0', '4.7', '27.5', '15.5']","['11/10/2012', '0', '4.7', 'Nulo', '15.5']","['11/10/2012', '0.0', '4.7', '28.0', '15.5']",27.5,28.0
376,14379-PONCITLAN.txt,"['12/07/2012', '21', '5.4', '26', '16.5']","['12/07/2012', '21', '5.4', 'Nulo', '16.5']","['12/07/2012', '21.0', '5.4', '24.3', '16.5']",26,24.3
377,14386-TONALA.txt,"['09/09/2017', '0', '7.2', '27', '16.5']","['09/09/2017', 'Nulo', '7.2', '27', '16.5']","['09/09/2017', '0.1', '7.2', '27.0', '16.5']",0,0.1
378,14386-TONALA.txt,"['02/04/2011', '0', '9.7', '32', '14.5']","['02/04/2011', 'Nulo', '9.7', '32', '14.5']","['02/04/2011', '0.0', '9.7', '32.0', '14.5']",0,0.0
379,14386-TONALA.txt,"['19/10/2008', '0', '6.5', '26', '12.5']","['19/10/2008', 'Nulo', '6.5', '26', '12.5']","['19/10/2008', '0.0', '6.5', '26.0', '12.5']",0,0.0
380,14388-ZAPOTLANEJO.txt,"['21/05/2009', '0', '7.4', '31.5', '15.5']","['21/05/2009', '0', '7.4', '31.5', 'Nulo']","['21/05/2009', '0.0', '7.4', '31.5', '12.1']",15.5,12.1
381,14388-ZAPOTLANEJO.txt,"['08/09/2010', '13.6', '3.1', '27', '17']","['08/09/2010', '13.6', '3.1', 'Nulo', '17']","['08/09/2010', '13.6', '3.1', '25.2', '17.0']",27,25.2
382,14388-ZAPOTLANEJO.txt,"['26/09/2009', '4.9', '4.8', '28', '14']","['26/09/2009', '4.9', '4.8', '28', 'Nulo']","['26/09/2009', '4.9', '4.8', '28.0', '11.8']",14,11.8
383,14390-AUTLAN DE NAVARRO.txt,"['26/02/2014', '0', '6.9', '33', '13']","['26/02/2014', '0', 'Nulo', '33', '13']","['26/02/2014', '0.0', '4.9', '33.0', '13.0']",6.9,4.9
384,14390-AUTLAN DE NAVARRO.txt,"['04/07/2008', '3.6', '6.1', '33', '20']","['04/07/2008', 'Nulo', '6.1', '33', '20']","['04/07/2008', '6.5', '6.1', '33.0', '20.0']",3.6,6.5
385,14390-AUTLAN DE NAVARRO.txt,"['07/08/2010', '0', '5.2', '34', '20']","['07/08/2010', '0', 'Nulo', '34', '20']","['07/08/2010', '0.0', '5.9', '34.0', '20.0']",5.2,5.9
386,14391-TIZAPAN EL ALTO.txt,"['31/07/2013', '0', '4.9', '25', '14']","['31/07/2013', '0', '4.9', 'Nulo', '14']","['31/07/2013', '0.0', '4.9', '26.5', '14.0']",25,26.5
387,14391-TIZAPAN EL ALTO.txt,"['27/05/2013', '0', '7.5', '28.5', '14.5']","['27/05/2013', '0', '7.5', '28.5', 'Nulo']","['27/05/2013', '0.0', '7.5', '28.5', '14.3']",14.5,14.3
388,14391-TIZAPAN EL ALTO.txt,"['02/06/2008', '0', '8.9', '31.5', '10']","['02/06/2008', '0', '8.9', 'Nulo', '10']","['02/06/2008', '0.0', '8.9', '30.9', '10.0']",31.5,30.9
389,14392-LAGOS DE MORENO.txt,"['27/05/2014', '0', '5.7', '31', '14']","['27/05/2014', 'Nulo', '5.7', '31', '14']","['27/05/2014', '5.2', '5.7', '31.0', '14.0']",0,5.2
390,14392-LAGOS DE MORENO.txt,"['06/07/2015', '0', '4.3', '24.5', '13']","['06/07/2015', 'Nulo', '4.3', '24.5', '13']","['06/07/2015', '13.1', '4.3', '24.5', '13.0']",0,13.1
391,14392-LAGOS DE MORENO.txt,"['13/11/2018', '0', '4.2', '25.5', '7']","['13/11/2018', '0', '4.2', '25.5', 'Nulo']","['13/11/2018', '0.0', '4.2', '25.5', 'Nulo']",7,Nulo
392,14395-UNION DE TULA.txt,"['12/10/2014', '2', '2.1', '29', '15']","['12/10/2014', 'Nulo', '2.1', '29', '15']","['12/10/2014', '30.3', '2.1', '29.0', '15.0']",2,30.3
393,14395-UNION DE TULA.txt,"['12/10/2009', '2', '3.8', '24', '15']","['12/10/2009', '2', '3.8', 'Nulo', '15']","['12/10/2009', '2.0', '3.8', '33.4', '15.0']",24,33.4
394,14395-UNION DE TULA.txt,"['25/10/2009', '0', '1.7', '23', '13']","['25/10/2009', '0', '1.7', '23', 'Nulo']","['25/10/2009', '0.0', '1.7', '23.0', '12.8']",13,12.8
395,14396-JOCOTEPEC.txt,"['05/09/2013', '7.2', '0.5', '22.5', '17']","['05/09/2013', '7.2', '0.5', 'Nulo', '17']","['05/09/2013', '7.2', '0.5', '25.6', '17.0']",22.5,25.6
396,14396-JOCOTEPEC.txt,"['28/05/2017', '0', '8.1', '33', '18.5']","['28/05/2017', 'Nulo', '8.1', '33', '18.5']","['28/05/2017', 'Nulo', '8.1', '33.0', '18.5']",0,Nulo
397,14396-JOCOTEPEC.txt,"['28/12/2008', '0', '4', '22.5', '14.5']","['28/12/2008', '0', '4', '22.5', 'Nulo']","['28/12/2008', '0.0', '4.0', '22.5', '9.0']",14.5,9.0
398,14397-ZAPOTLANEJO.txt,"['18/05/2018', '0', '8.4', '33', '17']","['18/05/2018', '0', 'Nulo', '33', '17']","['18/05/2018', '0.0', '10.2', '33.0', '17.0']",8.4,10.2
399,14397-ZAPOTLANEJO.txt,"['15/04/2011', '0', '6.8', '34', '12.5']","['15/04/2011', 'Nulo', '6.8', '34', '12.5']","['15/04/2011', '0.0', '6.8', '34.0', '12.5']",0,0.0
400,14397-ZAPOTLANEJO.txt,"['24/03/2012', '0', '5.4', '30', '7']","['24/03/2012', '0', '5.4', '30', 'Nulo']","['24/03/2012', '0.0', '5.4', '30.0', '8.7']",7,8.7
